"name","count","countries","cities","roles","samples"
"Kanchanaburi","6","Thailand","Kanchanaburi","to","Bangkok Don Muang Airport (DMK) -> Kanchanaburi || Bangkok Don Muang Airport (DMK) -> Kanchanaburi || Bangkok Suvarnabhumi Airport (BKK) -> Kanchanaburi"
"Kandy","2","Sri-Lanka","Kandy","to","Colombo Bandaranaike Airport (CMB) -> Kandy || Hikkaduwa -> Kandy"
"Kao Lanta Pier Thailand","4","Thailand","Kao Lanta Pier Thailand","to","Phuket International Airport (HKT) -> Kao Lanta Pier Thailand || Phuket International Airport (HKT) -> Kao Lanta Pier Thailand || Surat Thani Airport (URT) -> Kao Lanta Pier Thailand"
"Kaohsiung Airport (KHH)","9","Taiwan","Donggang Township|Pingdong City|Xinyuan Township","from","Kaohsiung Airport (KHH) -> Donggang Township || Kaohsiung Airport (KHH) -> Donggang Township || Kaohsiung Airport (KHH) -> Donggang Township"
"Kapellskär port","2","Sweden","Kapellskär port","to","Stockholm Arlanda Airport (ARN) -> Kapellskär port || Stockholm Arlanda Airport (ARN) -> Kapellskär port"
"Kapong, Phang Nga","2","Thailand","Kapong, Phang Nga","to","Phuket International Airport (HKT) -> Kapong, Phang Nga || Phuket International Airport (HKT) -> Kapong, Phang Nga"
"Karak","6","Jordan","Karak","to","Amman Civil Airport (Marka) (ADJ) -> Karak || Amman Civil Airport (Marka) (ADJ) -> Karak || Amman Civil Airport (Marka) (ADJ) -> Karak"
"Kargıcak","4","Turkey","Kargıcak","to","Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak"
"Karlskrona","1","Sweden","Karlskrona","to","Ronneby Airport (RNB) -> Karlskrona"
"Karon Beach, Phuket","6","Thailand","Karon Beach, Phuket","to","Phuket International Airport (HKT) -> Karon Beach, Phuket || Phuket International Airport (HKT) -> Karon Beach, Phuket || Phuket International Airport (HKT) -> Karon Beach, Phuket"
"Karuizawa","9","Japan","Karuizawa","to","Tokyo (within 23 wards) -> Karuizawa || Tokyo (within 23 wards) -> Karuizawa || Tokyo (within 23 wards) -> Karuizawa"
"Karvonranta","2","Finland","Karvonranta","to","Rovaniemi Airport (RVN) -> Karvonranta || Rovaniemi Airport (RVN) -> Karvonranta"
"Kas / Kaş","4","Turkey","Kas / Kaş","to","Antalya Airport (AYT) -> Kas / Kaş || Antalya Airport (AYT) -> Kas / Kaş || Antalya Airport (AYT) -> Kas / Kaş"
"Kata Village and Beach, Phuket","8","Thailand","Kata Village and Beach, Phuket","to","Krabi International Airport (KBV) -> Kata Village and Beach, Phuket || Krabi International Airport (KBV) -> Kata Village and Beach, Phuket || Phuket International Airport (HKT) -> Kata Village and Beach, Phuket"
"Kathu, Phuket","2","Thailand","Kathu, Phuket","to","Phuket International Airport (HKT) -> Kathu, Phuket || Phuket International Airport (HKT) -> Kathu, Phuket"
"Katikas","1","Cyprus","Katikas","to","Paphos Airport (PFO) -> Katikas"
"Kaunas","5","Lithuania","Kaunas","to","Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas"
"Kaunas Airport (KUN)","3","Lithuania","Kaunas","from","Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas"
"Kaunianen","3","Finland","Kaunianen","to","Helsinki Vantaa airport (HEL) -> Kaunianen || Helsinki Vantaa airport (HEL) -> Kaunianen || Helsinki Vantaa airport (HEL) -> Kaunianen"
"Kazan","4","Russia","Kazan","to","Kazan International Airport (KZN) -> Kazan || Kazan International Airport (KZN) -> Kazan || Samara Kurumoch International Airport (KUF) -> Kazan"
"Kazan International Airport (KZN)","5","Russia","Elabuga|Kazan|Naberezhnye Chelny|Nizhnekamsk","from","Kazan International Airport (KZN) -> Elabuga || Kazan International Airport (KZN) -> Kazan || Kazan International Airport (KZN) -> Kazan"
"Keelung City","6","Taiwan","Keelung City","to","Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City"
"Kelaki","1","Cyprus","Kelaki","to","Larnaca Airport (LCA) -> Kelaki"
"Kelowna","3","Canada","Kelowna","to","Vancouver Airport (YVR) -> Kelowna || Vancouver Airport (YVR) -> Kelowna || Vancouver Airport (YVR) -> Kelowna"
"Kemer, Antalia","4","Turkey","Kemer, Antalia","to","Antalya Airport (AYT) -> Kemer, Antalia || Antalya Airport (AYT) -> Kemer, Antalia || Antalya Airport (AYT) -> Kemer, Antalia"
"Kemerovo","5","Russia","Kemerovo","to","Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo"
"Kemerovo International Airport (KEJ)","5","Russia","Kemerovo","from","Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo"
"Kemi","3","Finland","Kemi","to","Helsinki Vantaa airport (HEL) -> Kemi || Helsinki Vantaa airport (HEL) -> Kemi || Helsinki Vantaa airport (HEL) -> Kemi"
"Kerava","1","Finland","Kerava","to","Helsinki Vantaa airport (HEL) -> Kerava"
"Kestel","3","Turkey","Kestel","to","Antalya Airport (AYT) -> Kestel || Antalya Airport (AYT) -> Kestel || Antalya Airport (AYT) -> Kestel"
"Kha Nom, Nakhon Si Thammarat","2","Thailand","Kha Nom, Nakhon Si Thammarat","to","Phuket International Airport (HKT) -> Kha Nom, Nakhon Si Thammarat || Phuket International Airport (HKT) -> Kha Nom, Nakhon Si Thammarat"
"Khabarovsk","4","Russia","Khabarovsk","to","Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk"
"Khabarovsk Novy Airport (KHV)","4","Russia","Khabarovsk","from","Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk"
"Khanty-Mansiysk","3","Russia","Khanty-Mansiysk","to","Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk || Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk || Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk"
"Khanty-Mansiysk Airport (HMA)","3","Russia","Khanty-Mansiysk","from","Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk || Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk || Khanty-Mansiysk Airport (HMA) -> Khanty-Mansiysk"
"Khao Lak, Phang Nga","11","Thailand","Khao Lak, Phang Nga","to","Bangkok Suvarnabhumi Airport (BKK) -> Khao Lak, Phang Nga || Bangkok Suvarnabhumi Airport (BKK) -> Khao Lak, Phang Nga || Krabi International Airport (KBV) -> Khao Lak, Phang Nga"
"Khao Phanom District, Krabi","2","Thailand","Khao Phanom District, Krabi","to","Phuket International Airport (HKT) -> Khao Phanom District, Krabi || Phuket International Airport (HKT) -> Khao Phanom District, Krabi"
"Khao Sok National Park, Surat Thani","6","Thailand","Khao Sok National Park, Surat Thani","to","Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani || Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani || Phuket International Airport (HKT) -> Khao Sok National Park, Surat Thani"
"Khao Yai National Park","6","Thailand","Khao Yai National Park","to","Bangkok Don Muang Airport (DMK) -> Khao Yai National Park || Bangkok Don Muang Airport (DMK) -> Khao Yai National Park || Bangkok Suvarnabhumi Airport (BKK) -> Khao Yai National Park"
"Khaosan, Bangkok","1","Thailand","Khaosan, Bangkok","to","Bangkok Suvarnabhumi Airport (BKK) -> Khaosan, Bangkok"
"Kharkiv","3","Ukraine","Kharkiv","to","Kharkiv International Airport (HRK) -> Kharkiv || Kharkiv International Airport (HRK) -> Kharkiv || Kharkiv International Airport (HRK) -> Kharkiv"
"Kharkiv International Airport (HRK)","3","Ukraine","Kharkiv","from","Kharkiv International Airport (HRK) -> Kharkiv || Kharkiv International Airport (HRK) -> Kharkiv || Kharkiv International Airport (HRK) -> Kharkiv"
"Khlong Thoei, bangkok","1","Thailand","Khlong Thoei, bangkok","to","Bangkok Suvarnabhumi Airport (BKK) -> Khlong Thoei, bangkok"
"Khor Fakkan","3","United Arab Emirates","Khor Fakkan","to","Sharjah Airport (SHJ) -> Khor Fakkan || Sharjah Airport (SHJ) -> Khor Fakkan || Sharjah Airport (SHJ) -> Khor Fakkan"
"Khuan Tung Ku Pier, Trang","2","Thailand","Khuan Tung Ku Pier, Trang","to","Phuket International Airport (HKT) -> Khuan Tung Ku Pier, Trang || Phuket International Airport (HKT) -> Khuan Tung Ku Pier, Trang"
"Khura Buri district, Phang Nga","2","Thailand","Khura Buri district, Phang Nga","to","Phuket International Airport (HKT) -> Khura Buri district, Phang Nga || Phuket International Airport (HKT) -> Khura Buri district, Phang Nga"
"Kiev Boryspil International Airport (KBP)","5","Ukraine","Kiev City center","from","Kiev Boryspil International Airport (KBP) -> Kiev City center || Kiev Boryspil International Airport (KBP) -> Kiev City center || Kiev Boryspil International Airport (KBP) -> Kiev City center"
"Kiev City center","10","Ukraine","Kiev City center","to","Kiev Boryspil International Airport (KBP) -> Kiev City center || Kiev Boryspil International Airport (KBP) -> Kiev City center || Kiev Boryspil International Airport (KBP) -> Kiev City center"
"Kiev Zhuliany International Airport (IEV)","5","Ukraine","Kiev City center","from","Kiev Zhuliany International Airport (IEV) -> Kiev City center || Kiev Zhuliany International Airport (IEV) -> Kiev City center || Kiev Zhuliany International Airport (IEV) -> Kiev City center"
"King Hussain Bridge","6","Jordan","King Hussain Bridge","to","Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge || Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge || Amman Civil Airport (Marka) (ADJ) -> King Hussain Bridge"
"Kiris / Kiriş","4","Turkey","Kiris / Kiriş","to","Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş"
"Kirkkonummi","3","Finland","Kirkkonummi","to","Helsinki Vantaa airport (HEL) -> Kirkkonummi || Helsinki Vantaa airport (HEL) -> Kirkkonummi || Helsinki Vantaa airport (HEL) -> Kirkkonummi"
"Kirov","4","Russia","Kirov","to","Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov"
"Kirov Pobedilovo Airport (KVX)","4","Russia","Kirov","from","Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov"
"Kiruna","2","Sweden","Kiruna","to","Kiruna Airport (KRN) -> Kiruna || Luleå Airport (LLA) -> Kiruna"
"Kiruna Airport (KRN)","4","Sweden","Abisko|Gällivare|Jukkasjärvi|Kiruna","from","Kiruna Airport (KRN) -> Abisko || Kiruna Airport (KRN) -> Gällivare || Kiruna Airport (KRN) -> Jukkasjärvi"
"Kislovodsk","6","Russia","Kislovodsk","to","Mineralnye Vody airport (MRV) -> Kislovodsk || Mineralnye Vody airport (MRV) -> Kislovodsk || Mineralnye Vody airport (MRV) -> Kislovodsk"
"Kista district, Stockholm","2","Sweden","Kista district, Stockholm","to","Stockholm Arlanda Airport (ARN) -> Kista district, Stockholm || Stockholm Arlanda Airport (ARN) -> Kista district, Stockholm"
"Kittilä","3","Finland","Kittilä","to","Helsinki Vantaa airport (HEL) -> Kittilä || Helsinki Vantaa airport (HEL) -> Kittilä || Helsinki Vantaa airport (HEL) -> Kittilä"
"Kizilagac / Kızılağaç","5","Turkey","Kizilagac / Kızılağaç","to","Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç"
"Kizilot","3","Turkey","Kizilot","to","Antalya Airport (AYT) -> Kizilot || Antalya Airport (AYT) -> Kizilot || Antalya Airport (AYT) -> Kizilot"
"Klong Jilard Pier, Krabi town","4","Thailand","Klong Jilard Pier, Krabi town","to","Phuket International Airport (HKT) -> Klong Jilard Pier, Krabi town || Phuket International Airport (HKT) -> Klong Jilard Pier, Krabi town || Phuket International Airport (HKT) -> Klong Jilard Pier, Krabi town"
"Klong Muang Beach, Krabi","2","Thailand","Klong Muang Beach, Krabi","to","Phuket International Airport (HKT) -> Klong Muang Beach, Krabi || Phuket International Airport (HKT) -> Klong Muang Beach, Krabi"
"Klong Muang Thailand","4","Thailand","Klong Muang Thailand","to","Krabi International Airport (KBV) -> Klong Muang Thailand || Krabi International Airport (KBV) -> Klong Muang Thailand || Phuket International Airport (HKT) -> Klong Muang Thailand"
"Klong Thom District, Krabi","2","Thailand","Klong Thom District, Krabi","to","Phuket International Airport (HKT) -> Klong Thom District, Krabi || Phuket International Airport (HKT) -> Klong Thom District, Krabi"
"Ko Kaeo, Muaeng, Phuket","7","Thailand","Ko Kaeo, Muaeng, Phuket","to","Phuket International Airport (HKT) -> Ko Kaeo, Muaeng, Phuket || Phuket International Airport (HKT) -> Ko Kaeo, Muaeng, Phuket || Phuket International Airport (HKT) -> Ko Kaeo, Muaeng, Phuket"
"Ko Pha-ngan District, Surat Thani","4","Thailand","Ko Pha-ngan District, Surat Thani","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Ko Pha-ngan District, Surat Thani || Koh Samui - Mae Nam Port (Surat Thani ) -> Ko Pha-ngan District, Surat Thani || Phuket International Airport (HKT) -> Ko Pha-ngan District, Surat Thani"
"Kobe","3","Japan","Kobe","to","Osaka Kansai Airport (KIX) -> Kobe || Osaka Kansai Airport (KIX) -> Kobe || Osaka Kansai Airport (KIX) -> Kobe"
"Koh Chang","2","Thailand","Koh Chang","to","Bangkok Suvarnabhumi Airport (BKK) -> Koh Chang || Bangkok Suvarnabhumi Airport (BKK) -> Koh Chang"
"Koh Jum Island, Krabi","2","Thailand","Koh Jum Island, Krabi","to","Phuket International Airport (HKT) -> Koh Jum Island, Krabi || Phuket International Airport (HKT) -> Koh Jum Island, Krabi"
"Koh Lanta Island","3","Thailand","Koh Lanta Island","to","Krabi International Airport (KBV) -> Koh Lanta Island || Krabi International Airport (KBV) -> Koh Lanta Island || Phuket International Airport (HKT) -> Koh Lanta Island"
"Koh Matsum (Including boat transfer) Thailand","2","Thailand","Koh Matsum (Including boat transfer) Thailand","to","Samui International Airport (USM) -> Koh Matsum (Including boat transfer) Thailand || Samui International Airport (USM) -> Koh Matsum (Including boat transfer) Thailand"
"Koh Phangan (Closest Pier to Embark) Thailand","3","Thailand","Koh Phangan (Closest Pier to Embark) Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Koh Phangan (Closest Pier to Embark) Thailand || Samui International Airport (USM) -> Koh Phangan (Closest Pier to Embark) Thailand || Samui International Airport (USM) -> Koh Phangan (Closest Pier to Embark) Thailand"
"Koh Samui - Mae Nam Port (Surat Thani )","41","Thailand","Angthong district|Bang Por|Bangrak Beach|Bangrak Pier|Big Buddha|Bophut Beach|Chaweng, Samui, Thailand|Choengmom beach and gardens|Conrad Hotel Samui|Don Sak Pier, Surat Thani|Element Boutique|Hua Thanon, Samui|Ko Pha-ngan District, Surat Thani|Koh Phangan (Closest Pier to Embark) Thailand|Koh Samui - Mae Nam Port(Surat Thani )|Lamai Thailand|Lipa-Noi|Mae Nam Ko Samui Thailand|Nathon-Lipa Thailand|Phuket International Airport (HKT)|Samui International Airport (USM)|Samui Pier Thailand|Taling Ngam Thailand","from|to","Koh Samui - Mae Nam Port (Surat Thani ) -> Angthong district || Koh Samui - Mae Nam Port (Surat Thani ) -> Angthong district || Koh Samui - Mae Nam Port (Surat Thani ) -> Bang Por"
"Koh Samui (Island)","3","Thailand","Koh Samui (Island)","to","Phuket International Airport (HKT) -> Koh Samui (Island) || Samui International Airport (USM) -> Koh Samui (Island) || Samui International Airport (USM) -> Koh Samui (Island)"
"Kokkola","3","Finland","Kokkola","to","Helsinki Vantaa airport (HEL) -> Kokkola || Helsinki Vantaa airport (HEL) -> Kokkola || Helsinki Vantaa airport (HEL) -> Kokkola"
"Kokkorevo","4","Russia","Kokkorevo","to","Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo || Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo || Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo"
"Kolbotn","1","Norway","Kolbotn","to","Oslo Gardermoen Airport (OSL) -> Kolbotn"
"Konakli","5","Turkey","Konakli","to","Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli"
"Kongsberg","1","Norway","Kongsberg","to","Oslo Gardermoen Airport (OSL) -> Kongsberg"
"Kongsvinger","1","Norway","Kongsvinger","to","Oslo Gardermoen Airport (OSL) -> Kongsvinger"
"Konyaalti district, Antalya","3","Turkey","Konyaalti district, Antalya","to","Antalya Airport (AYT) -> Konyaalti district, Antalya || Antalya Airport (AYT) -> Konyaalti district, Antalya || Antalya Airport (AYT) -> Konyaalti district, Antalya"
"Köping locality","2","Sweden","Köping locality","to","Stockholm Arlanda Airport (ARN) -> Köping locality || Stockholm Arlanda Airport (ARN) -> Köping locality"
"Korat City (Nakhon Ratchasima)","6","Thailand","Korat City (Nakhon Ratchasima)","to","Bangkok Don Muang Airport (DMK) -> Korat City (Nakhon Ratchasima) || Bangkok Don Muang Airport (DMK) -> Korat City (Nakhon Ratchasima) || Bangkok Suvarnabhumi Airport (BKK) -> Korat City (Nakhon Ratchasima)"
"Korkalovaara","2","Finland","Korkalovaara","to","Rovaniemi Airport (RVN) -> Korkalovaara || Rovaniemi Airport (RVN) -> Korkalovaara"
"Koskenkyla","2","Finland","Koskenkyla","to","Rovaniemi Airport (RVN) -> Koskenkyla || Rovaniemi Airport (RVN) -> Koskenkyla"
"Kostroma","3","Russia","Kostroma","to","Kostroma Airport (KMW) -> Kostroma || Kostroma Airport (KMW) -> Kostroma || Kostroma Airport (KMW) -> Kostroma"
"Kostroma Airport (KMW)","3","Russia","Kostroma","from","Kostroma Airport (KMW) -> Kostroma || Kostroma Airport (KMW) -> Kostroma || Kostroma Airport (KMW) -> Kostroma"
"Kotka","3","Finland","Kotka","to","Helsinki Vantaa airport (HEL) -> Kotka || Helsinki Vantaa airport (HEL) -> Kotka || Helsinki Vantaa airport (HEL) -> Kotka"
"Kouklia","1","Cyprus","Kouklia","to","Paphos Airport (PFO) -> Kouklia"
"Kouvola","3","Finland","Kouvola","to","Helsinki Vantaa airport (HEL) -> Kouvola || Helsinki Vantaa airport (HEL) -> Kouvola || Helsinki Vantaa airport (HEL) -> Kouvola"
"Krabi International Airport (KBV)","47","Thailand","Ao Nang Beach|Baan HuaHin (Koh Lanta) Thailand/ Hua Hin (Lanta) Thailand|Don Sak Pier, Surat Thani|Emerald Lake Hotel Thailand|Hot Waterfall Hotel/ Hot Stream Krabi Thailand|Hua Hin Pier (Excluding Ferry To Ko Lanta) Thailand|Kamala beach, Phuket|Kata Village and Beach, Phuket|Khao Lak, Phang Nga|Klong Muang Thailand|Koh Lanta Island|Krabi International Airport (KBV)|Krabi town|Mai Khao, Maikhao Phuket|Mueang, Phang Nga|PaTong, Phuket|Phuket International Airport (HKT)|Phuket Island to delete|Railay, Krabi|Sakhu, Phuket|Surat Thani district|Trang Province|Tubkaek Beach, Krabi|Wichit, Mueang, Phuket","from|to","Krabi International Airport (KBV) -> Ao Nang Beach || Krabi International Airport (KBV) -> Baan HuaHin (Koh Lanta) Thailand/ Hua Hin (Lanta) Thailand || Krabi International Airport (KBV) -> Baan HuaHin (Koh Lanta) Thailand/ Hua Hin (Lanta) Thailand"
"Krabi town","4","Thailand","Krabi town","to","Krabi International Airport (KBV) -> Krabi town || Krabi International Airport (KBV) -> Krabi town || Phuket International Airport (HKT) -> Krabi town"
"Krasnodar","5","Russia","Krasnodar","to","Krasnodar International Airport (KRR) -> Krasnodar || Krasnodar International Airport (KRR) -> Krasnodar || Krasnodar International Airport (KRR) -> Krasnodar"
"Krasnodar International Airport (KRR)","6","Russia","Gelendzhik|Krasnodar","from","Krasnodar International Airport (KRR) -> Gelendzhik || Krasnodar International Airport (KRR) -> Krasnodar || Krasnodar International Airport (KRR) -> Krasnodar"
"Krasnoe Selo","8","Russia","Krasnoe Selo","to","Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo || Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo || Saint-Petersburg Pulkovo Airport (LED) -> Krasnoe Selo"
"Krasnoyarsk","6","Russia","Krasnoyarsk","to","Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk || Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk || Krasnoyarsk Yemelyanovo Airport (KJA) -> Krasnoyarsk"
